id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Vmn2r116	4	0.92684	0.92663	1	19255	0	0.045643	0.31467	0.45704	1	9075	2	0.045643
Zfp729b	4	0.6263	0.67372	1	13748	1	-0.0074116	0.31471	0.45708	1	9076	1	-0.0074116
Ahi1	4	0.62529	0.67315	1	13734	1	0.017665	0.31476	0.45713	1	9077	2	0.017665
Rhox2g	1	0.68523	0.68524	1	14569	0	0.073619	0.31477	0.31489	1	9078	1	0.073619
Prr5l	4	0.68477	0.70998	1	14565	1	0.022358	0.31481	0.45719	1	9079	2	0.022358
Prdx5	4	0.4052	0.5504	1	10945	2	0.026596	0.31489	0.45727	1	9080	2	0.026596
NO_SITE_163	1	0.68506	0.68509	1	14568	0	0.054988	0.31494	0.31506	1	9081	1	0.054988
Glrx2	4	0.90305	0.90273	1	18716	0	0.037899	0.31537	0.45774	1	9082	2	0.037899
Erich4	4	0.30992	0.45068	1	9016	1	0.016278	0.31539	0.45776	1	9083	1	0.016278
Adh1	4	0.3053	0.44582	1	8919	2	0.010055	0.31544	0.45781	1	9084	2	0.010055
Dctn2	4	0.313	0.4539	1	9067	1	0.057136	0.3155	0.45788	1	9085	2	0.057136
Zbtb8b	4	0.15955	0.29366	1	5887	2	-0.016219	0.31561	0.45798	1	9086	2	-0.016219
Pate9	4	0.4291	0.57544	1	11464	1	-0.040027	0.31565	0.45803	1	9087	1	-0.040027
Top2b	4	0.89913	0.89883	1	18629	0	0.041763	0.31569	0.45807	1	9088	1	0.041763
Slc27a1	4	0.43302	0.57762	1	11517	1	-0.019837	0.31573	0.45811	1	9089	1	-0.019837
Uvssa	4	0.89005	0.8898	1	18448	0	0.070139	0.31576	0.45813	1	9090	2	0.070139
Defa5	1	0.68422	0.68426	1	14557	0	0.061532	0.31578	0.31591	1	9091	1	0.061532
Borcs6	4	0.26913	0.40813	1	8182	1	0.050942	0.31582	0.45821	1	9092	2	0.050942
NO_SITE_354	1	0.68412	0.68416	1	14554	0	0.042803	0.31588	0.31603	1	9093	1	0.042803
Scgb1b29	3	0.73413	0.73407	1	15331	0	0.102	0.31588	0.43416	1	9094	1	0.102
Bst2	4	0.94526	0.94513	1	19667	0	0.040251	0.3159	0.45828	1	9095	2	0.040251
Acod1	4	0.14492	0.27831	1	5550	2	-0.030195	0.31592	0.4583	1	9096	2	-0.030195
Prdm12	4	0.2762	0.41558	1	8325	2	-0.06244	0.31603	0.45842	1	9097	1	-0.06244
Gprc5d	4	0.71612	0.73157	1	15053	1	-0.019295	0.31615	0.45853	1	9098	1	-0.019295
Cst9	4	0.79722	0.79769	1	16490	1	0.019047	0.31625	0.45864	1	9099	2	0.019047
Mrgpra2a	8	0.26289	0.50546	1	8046	4	-0.053455	0.31631	0.5655	1	9100	3	-0.053455
Zkscan2	4	0.88507	0.88477	1	18349	0	0.065611	0.31637	0.45877	1	9101	2	0.065611
Amtn	4	0.16005	0.29419	1	5899	2	-0.02345	0.31638	0.45877	1	9102	2	-0.02345
Frem3	4	0.2956	0.43571	1	8721	2	0.003221	0.3164	0.4588	1	9103	2	0.003221
Atl3	4	0.81356	0.81327	1	16815	1	0.063355	0.31641	0.4588	1	9104	2	0.063355
NO_SITE_228	1	0.68354	0.6836	1	14539	0	0.10394	0.31646	0.3166	1	9105	1	0.10394
Vps13b	4	0.4649	0.59146	1	11851	1	0.02468	0.31656	0.45894	1	9106	2	0.02468
Gzme	4	0.50709	0.61081	1	12295	1	-0.0094024	0.31656	0.45894	1	9107	1	-0.0094024
Olfr1354	5	0.079432	0.19063	0.999786	3562	2	0.01593	0.31657	0.49249	1	9108	1	0.01593
Negr1	4	0.57181	0.64316	1	13052	1	0.049237	0.31667	0.45906	1	9109	2	0.049237
Ice1	4	0.7112	0.72802	1	14970	1	-0.022047	0.31668	0.45907	1	9110	1	-0.022047
Eprs	4	0.56006	0.63704	1	12910	1	0.050448	0.31669	0.45908	1	9111	2	0.050448
LOC102640140	1	0.68328	0.68333	1	14536	0	0.058009	0.31672	0.31688	1	9112	1	0.058009
Gm10410	3	0.10212	0.18394	0.999786	4367	1	0.11711	0.31673	0.43461	1	9113	1	0.11711
Ubxn8	4	0.93631	0.93615	1	19479	0	0.014591	0.31679	0.45918	1	9114	1	0.014591
Arf5	4	0.40363	0.54878	1	10909	2	-0.0086255	0.31686	0.45926	1	9115	1	-0.0086255
Plcd4	4	0.38184	0.52596	1	10468	1	0.043835	0.31691	0.45931	1	9116	2	0.043835
Rpl31	4	0.24701	0.38518	1	7712	2	-0.011709	0.31702	0.45942	1	9117	2	-0.011709
Gm8910	4	0.55894	0.63643	1	12891	1	0.1033	0.31713	0.45953	1	9118	2	0.1033
Zfyve21	4	0.18211	0.31738	1	6364	2	-0.077368	0.3172	0.4596	1	9119	1	-0.077368
Zfp52	4	0.1958	0.33176	1	6668	2	-0.022438	0.31721	0.45961	1	9120	2	-0.022438
Gm9144	1	0.68272	0.68276	1	14531	0	0.060793	0.31728	0.31741	1	9121	1	0.060793
Leng1	4	0.95879	0.95874	1	20006	0	0.056998	0.31728	0.45968	1	9122	2	0.056998
Cyfip1	4	0.051178	0.12286	0.969004	2552	1	0.065116	0.31732	0.45973	1	9123	2	0.065116
Chd5	4	0.1181	0.24672	1	4917	1	0.041802	0.31737	0.45977	1	9124	2	0.041802
NO_SITE_904	1	0.68259	0.68261	1	14528	0	0.071298	0.31741	0.31754	1	9125	1	0.071298
Ldlrad2	4	0.44991	0.58491	1	11695	1	0.030021	0.31746	0.45987	1	9126	2	0.030021
Gm9	4	0.85183	0.85137	1	17666	0	0.059574	0.31752	0.45994	1	9127	2	0.059574
Il13ra1	4	0.072802	0.16457	0.993648	3324	2	-0.00856	0.31754	0.45996	1	9128	2	-0.00856
Wnt10a	4	0.093866	0.20363	1	4065	2	0.013885	0.31765	0.46007	1	9129	2	0.013885
Doc2a	4	0.23459	0.37233	1	7457	2	-0.032658	0.31772	0.46015	1	9130	2	-0.032658
Lman2l	4	0.10669	0.22668	1	4506	1	0.012861	0.31783	0.46026	1	9131	2	0.012861
Ntsr1	4	0.65997	0.69393	1	14192	1	0.040111	0.31785	0.46028	1	9132	2	0.040111
Suclg1	4	0.30171	0.4421	1	8842	2	-0.016539	0.31796	0.46039	1	9133	2	-0.016539
Ndufb3	2	0.85362	0.85349	1	17700	0	0.10576	0.31799	0.34938	1	9134	1	0.10576
Gm10697	8	0.022858	0.089227	0.956134	1405	4	-0.073482	0.318	0.56687	1	9135	3	-0.073482
Tas2r104	4	0.22488	0.36219	1	7255	2	-0.039957	0.318	0.46043	1	9136	1	-0.039957
Pcyt1b	4	0.59305	0.65468	1	13324	1	-0.011935	0.31804	0.46047	1	9137	1	-0.011935
Gstm5	4	0.97609	0.97602	1	20416	0	0.055588	0.31807	0.4605	1	9138	2	0.055588
Slf1	4	0.35422	0.49696	1	9893	2	-0.065058	0.31807	0.4605	1	9139	1	-0.065058
Hnf4g	4	0.49689	0.60603	1	12188	1	0.05813	0.31818	0.46061	1	9140	2	0.05813
Rnd1	4	0.86784	0.86744	1	17993	0	0.011039	0.31819	0.46062	1	9141	1	0.011039
Kctd14	4	0.28569	0.42547	1	8537	1	0.037832	0.31822	0.46065	1	9142	1	0.037832
Tppp2	4	0.089514	0.19562	1	3913	3	-0.077469	0.31826	0.46069	1	9143	1	-0.077469
Primpol	4	0.060273	0.14051	0.988137	2860	2	-0.042049	0.31829	0.46071	1	9144	2	-0.042049
Adora2b	4	0.46013	0.5894	1	11800	1	0.057644	0.31838	0.46079	1	9145	2	0.057644
Zfp866	4	0.93315	0.93291	1	19398	0	0.051751	0.31844	0.46087	1	9146	2	0.051751
Il1f8	4	0.42733	0.57353	1	11422	2	-0.016639	0.31851	0.46093	1	9147	1	-0.016639
Gch1	4	0.90496	0.90466	1	18759	0	0.050475	0.31856	0.46099	1	9148	2	0.050475
Cish	4	0.75202	0.75903	1	15638	1	-0.0070669	0.31879	0.46122	1	9149	1	-0.0070669
Tek	4	0.92862	0.92839	1	19304	0	0.062206	0.31882	0.46125	1	9150	2	0.062206
Bub1	4	0.65267	0.68933	1	14095	1	0.0254	0.31886	0.4613	1	9151	2	0.0254
Cklf	4	0.23062	0.36824	1	7380	1	0.042133	0.3189	0.46135	1	9152	2	0.042133
Hivep3	4	0.55705	0.63542	1	12869	1	0.045076	0.31895	0.46139	1	9153	2	0.045076
Olfr578	4	0.3732	0.51689	1	10314	2	0.015067	0.31912	0.46155	1	9154	2	0.015067
Il17b	4	0.8653	0.86494	1	17935	0	-0.015154	0.31913	0.46155	1	9155	1	-0.015154
Gng7	4	0.41861	0.56442	1	11251	2	0.0010945	0.31919	0.46162	1	9156	2	0.0010945
Ptgir	4	0.83432	0.83385	1	17273	0	0.048235	0.31926	0.46169	1	9157	2	0.048235
Cfap20	4	0.68184	0.70804	1	14519	1	-0.01902	0.31928	0.46171	1	9158	1	-0.01902
Kdm3b	4	0.23758	0.37538	1	7522	1	0.021905	0.31936	0.46178	1	9159	2	0.021905
Pdgfra	4	0.11544	0.24209	1	4825	1	-0.020279	0.31939	0.46183	1	9160	1	-0.020279
Cdca3	4	0.22521	0.36252	1	7263	2	-0.041572	0.31951	0.46195	1	9161	2	-0.041572
NO_SITE_129	1	0.68049	0.6805	1	14502	0	0.053225	0.31951	0.31964	1	9162	1	0.053225
D630023F18Rik	4	0.82587	0.82542	1	17085	0	0.057433	0.31956	0.46202	1	9163	2	0.057433
Cyld	4	0.24122	0.37913	1	7584	2	0.010759	0.31962	0.46207	1	9164	2	0.010759
Npffr2	4	0.63041	0.67607	1	13798	1	0.031782	0.3197	0.46214	1	9165	2	0.031782
Zbtb7a	4	0.71513	0.73085	1	15041	1	0.040748	0.31974	0.46219	1	9166	2	0.040748
NO_SITE_706	1	0.68021	0.68021	1	14494	0	0.080416	0.31979	0.31992	1	9167	1	0.080416
Alx3	4	0.34982	0.49237	1	9807	1	0.072476	0.31988	0.46235	1	9168	2	0.072476
Klk1	3	0.024879	0.0633	0.939839	1484	2	-0.20614	0.31989	0.43636	1	9169	1	-0.20614
NO_SITE_895	1	0.68007	0.68006	1	14492	0	0.055631	0.31993	0.32005	1	9170	1	0.055631
Mak16	4	0.068182	0.15571	0.991531	3150	3	-0.16372	0.31996	0.46241	1	9171	1	-0.16372
Unc5c	4	0.12084	0.2516	1	5013	2	0.0035546	0.31996	0.46241	1	9172	2	0.0035546
Ly6h	4	0.575	0.64484	1	13088	1	0.038616	0.32	0.46246	1	9173	2	0.038616
Laptm4b	4	0.25982	0.39852	1	7995	1	0.07056	0.32005	0.4625	1	9174	2	0.07056
Emc1	4	0.46462	0.59133	1	11849	1	0.045546	0.32007	0.46253	1	9175	2	0.045546
Eid2	4	0.35537	0.49812	1	9918	1	0.025448	0.32009	0.46254	1	9176	2	0.025448
Fam89a	4	0.19017	0.32583	1	6550	2	0.019379	0.32011	0.46257	1	9177	2	0.019379
Gnai3	4	0.95945	0.95936	1	20033	0	0.051383	0.32013	0.4626	1	9178	2	0.051383
Slc2a2	4	0.16783	0.30232	1	6051	2	-0.01876	0.32018	0.46264	1	9179	2	-0.01876
Mtnr1a	4	0.66747	0.69871	1	14313	1	0.048665	0.32022	0.46268	1	9180	2	0.048665
Wdr78	4	0.43989	0.58052	1	11587	1	0.049364	0.32024	0.46271	1	9181	2	0.049364
Spin2d	1	0.67974	0.67973	1	14487	0	0.07484	0.32026	0.32038	1	9182	1	0.07484
Morc3	4	0.27369	0.41297	1	8277	1	0.033026	0.32027	0.46273	1	9183	2	0.033026
NO_SITE_913	1	0.67971	0.67969	1	14486	0	0.051971	0.32029	0.32041	1	9184	1	0.051971
Dusp26	4	0.72049	0.7348	1	15126	1	-0.046459	0.3203	0.46276	1	9185	1	-0.046459
Cacul1	4	0.26777	0.40673	1	8153	2	-0.069809	0.32037	0.46284	1	9186	1	-0.069809
A430005L14Rik	4	0.89388	0.89362	1	18531	0	0.04088	0.32038	0.46285	1	9187	2	0.04088
Pou2af1	4	0.354	0.49672	1	9890	1	0.054876	0.3204	0.46287	1	9188	2	0.054876
1700003F12Rik	4	0.94298	0.94285	1	19616	0	0.050307	0.32044	0.46291	1	9189	2	0.050307
Trpc1	4	0.074219	0.16721	0.993648	3379	2	-0.067456	0.32049	0.46295	1	9190	1	-0.067456
Hba-x	4	0.7048	0.72354	1	14855	1	0.042949	0.32049	0.46295	1	9191	2	0.042949
NO_SITE_883	1	0.67942	0.67941	1	14480	0	0.05308	0.32058	0.32072	1	9192	1	0.05308
Ccdc91	4	0.065027	0.14966	0.991531	3033	3	-0.11941	0.3206	0.46307	1	9193	1	-0.11941
Ifngr2	4	0.40922	0.55458	1	11044	1	0.010831	0.32067	0.46314	1	9194	1	0.010831
Furin	4	0.10578	0.22509	1	4473	3	-0.093173	0.32071	0.46318	1	9195	1	-0.093173
Tor1aip2	4	0.85659	0.85622	1	17763	0	0.046716	0.32073	0.46319	1	9196	2	0.046716
Casr	4	0.92719	0.92696	1	19266	0	0.035339	0.32075	0.46322	1	9197	2	0.035339
Rin3	4	0.79248	0.79333	1	16398	1	0.037002	0.32079	0.46326	1	9198	2	0.037002
Scgn	4	0.049678	0.11986	0.963532	2502	1	0.066912	0.32084	0.46331	1	9199	2	0.066912
Cdh9	4	0.1729	0.30774	1	6160	2	-0.0040549	0.32086	0.46334	1	9200	1	-0.0040549
Eva1b	4	0.28698	0.4268	1	8565	2	-0.026934	0.32094	0.46341	1	9201	1	-0.026934
NO_SITE_183	1	0.67893	0.67891	1	14472	0	0.049854	0.32107	0.3212	1	9202	1	0.049854
Olfr1122	4	0.84965	0.84917	1	17609	0	0.059513	0.3211	0.46357	1	9203	2	0.059513
Ap3d1	4	0.071212	0.16157	0.993258	3266	2	-0.082934	0.32116	0.46363	1	9204	1	-0.082934
NO_SITE_193	1	0.67874	0.67873	1	14466	0	0.069266	0.32126	0.32137	1	9205	1	0.069266
Notch4	4	0.87534	0.875	1	18157	0	0.0667	0.3213	0.46377	1	9206	2	0.0667
Cops9	4	0.15888	0.29294	1	5875	2	-0.067184	0.32131	0.46379	1	9207	1	-0.067184
Myocos	4	0.030801	0.081906	0.952072	1733	1	0.10669	0.32134	0.46382	1	9208	2	0.10669
Atf1	4	0.010174	0.034239	0.895294	757	3	-0.17791	0.32139	0.46388	1	9209	1	-0.17791
Apbb1ip	4	0.30381	0.44428	1	8890	1	0.017926	0.32145	0.46395	1	9210	2	0.017926
NO_SITE_983	1	0.67852	0.67854	1	14461	0	0.064442	0.32148	0.32158	1	9211	1	0.064442
Rpl9	1	0.6785	0.67851	1	14460	0	0.12844	0.3215	0.32161	1	9212	1	0.12844
Zer1	4	0.3172	0.45823	1	9164	1	0.0012332	0.32154	0.46404	1	9213	2	0.0012332
Lypd6b	4	0.54067	0.62711	1	12685	1	0.06425	0.32156	0.46406	1	9214	2	0.06425
Ift81	4	0.21686	0.35385	1	7095	2	-0.019399	0.32158	0.46407	1	9215	1	-0.019399
Myh10	4	0.26489	0.40378	1	8089	1	0.019489	0.32159	0.46408	1	9216	2	0.019489
Sec61a2	4	0.89049	0.89022	1	18456	0	0.063288	0.32165	0.46414	1	9217	2	0.063288
Tenm3	4	0.8072	0.80709	1	16693	1	0.039067	0.3217	0.46419	1	9218	2	0.039067
Snx2	4	0.30848	0.44914	1	8988	2	-0.047988	0.32173	0.46423	1	9219	1	-0.047988
Tmod3	4	0.659	0.69333	1	14177	1	0.033507	0.32178	0.46428	1	9220	2	0.033507
Spink4	4	0.31822	0.45929	1	9182	2	-0.0086525	0.32187	0.46437	1	9221	2	-0.0086525
Gm6104	2	0.77241	0.77187	1	16002	0	0.067746	0.32189	0.35244	1	9222	1	0.067746
Reps1	4	0.024359	0.068585	0.947751	1463	2	-0.065808	0.32199	0.4645	1	9223	2	-0.065808
Prrc2a	4	0.01513	0.048786	0.918348	1060	2	-0.051811	0.32205	0.46457	1	9224	2	-0.051811
Jchain	4	0.13893	0.27203	1	5418	1	-0.0055264	0.32207	0.46459	1	9225	1	-0.0055264
Sprr2e	5	0.008294	0.030543	0.871228	661	3	-0.16013	0.32211	0.49698	1	9226	2	-0.16013
Upb1	4	0.30898	0.44966	1	9001	2	-0.017583	0.32214	0.46465	1	9227	2	-0.017583
Abtb1	4	0.91863	0.91844	1	19078	0	0.045088	0.32218	0.4647	1	9228	2	0.045088
Gart	4	0.71034	0.72743	1	14959	1	0.037986	0.32222	0.46475	1	9229	2	0.037986
Scyl2	4	0.25944	0.39812	1	7987	2	-0.019199	0.32225	0.46478	1	9230	2	-0.019199
Stk39	4	0.87878	0.87846	1	18219	0	0.048776	0.32227	0.46479	1	9231	2	0.048776
Zswim1	4	0.56665	0.64046	1	12988	1	0.019908	0.32229	0.46481	1	9232	2	0.019908
Gm20605	8	0.96326	0.96353	1	20112	1	0.027407	0.32232	0.57043	1	9233	3	0.027407
Olfr671	4	0.88654	0.88628	1	18375	0	0.045766	0.32233	0.46485	1	9234	2	0.045766
Nek9	4	0.1558	0.2897	1	5809	2	0.00032014	0.3224	0.46492	1	9235	2	0.00032014
Bmf	4	0.88374	0.88343	1	18317	0	0.05888	0.32244	0.46497	1	9236	2	0.05888
Calcb	4	0.23681	0.37458	1	7500	2	-0.057991	0.32248	0.46502	1	9237	1	-0.057991
Olfr976	4	0.080642	0.17926	0.998397	3609	2	-0.031127	0.32252	0.46506	1	9238	2	-0.031127
Ackr1	4	0.86266	0.86228	1	17890	0	0.026904	0.3226	0.46514	1	9239	2	0.026904
Cdkn1b	4	0.34683	0.48925	1	9746	1	0.042892	0.32273	0.46526	1	9240	2	0.042892
Amdhd2	4	0.1194	0.24899	1	4964	3	-0.072452	0.32274	0.46528	1	9241	1	-0.072452
Olfr1193	4	0.83174	0.83127	1	17220	0	0.048313	0.32284	0.46537	1	9242	2	0.048313
Gm15441	2	0.68752	0.68727	1	14607	0	0.043596	0.32286	0.3532	1	9243	1	0.043596
Rnf215	4	0.15265	0.28638	1	5733	1	0.031663	0.32288	0.46542	1	9244	2	0.031663
Gm9711	1	0.67706	0.67708	1	14439	0	0.066033	0.32294	0.32304	1	9245	1	0.066033
Cldn23	4	0.73207	0.74344	1	15298	1	0.055287	0.32297	0.46551	1	9246	2	0.055287
Fam43a	4	0.8131	0.81282	1	16802	1	0.058692	0.32304	0.46558	1	9247	2	0.058692
Slc1a6	4	0.029479	0.079242	0.952072	1674	3	-0.14804	0.32308	0.46562	1	9248	1	-0.14804
Myc	4	0.40545	0.55067	1	10953	1	-0.039168	0.32316	0.4657	1	9249	1	-0.039168
Eid2b	4	0.34499	0.48737	1	9712	2	0.0053307	0.32317	0.46572	1	9250	2	0.0053307
Angptl8	4	0.24185	0.37978	1	7601	2	-0.0067959	0.32319	0.46574	1	9251	2	-0.0067959
1700022I11Rik	4	0.036356	0.093332	0.956885	1961	3	-0.13094	0.32319	0.46574	1	9252	1	-0.13094
Yy1	4	0.29394	0.434	1	8693	1	0.044112	0.32326	0.4658	1	9253	2	0.044112
Mrpl11	4	0.92591	0.92573	1	19240	0	0.050742	0.32328	0.46583	1	9254	2	0.050742
NO_SITE_270	1	0.6767	0.67671	1	14434	0	0.049948	0.3233	0.32343	1	9255	1	0.049948
Sept7	4	0.27255	0.41177	1	8255	2	0.010109	0.32331	0.46585	1	9256	2	0.010109
Atp5h	4	0.47824	0.59751	1	11995	1	0.087988	0.32334	0.4659	1	9257	2	0.087988
Zcchc9	4	0.035755	0.092114	0.956885	1938	2	-0.091455	0.32337	0.46592	1	9258	2	-0.091455
Rexo4	4	0.17925	0.31438	1	6308	2	0.01041	0.32338	0.46593	1	9259	2	0.01041
Prelid2	4	0.56619	0.64021	1	12982	1	0.054604	0.32339	0.46594	1	9260	2	0.054604
Tbpl2	4	0.27037	0.40946	1	8206	2	-0.0083734	0.32352	0.46608	1	9261	2	-0.0083734
Frg1	4	0.55862	0.63624	1	12886	1	0.054506	0.32359	0.46615	1	9262	2	0.054506
Ccnd2	4	0.68793	0.71206	1	14609	1	0.03523	0.32361	0.46618	1	9263	2	0.03523
Gm13078	4	0.25874	0.3974	1	7973	2	-0.050849	0.32364	0.46621	1	9264	1	-0.050849
Ctag2	4	0.94286	0.94272	1	19612	0	0.055282	0.32367	0.46624	1	9265	2	0.055282
D1Pas1	4	0.33631	0.47817	1	9517	1	0.039326	0.32368	0.46625	1	9266	2	0.039326
Add1	4	0.060669	0.14126	0.988137	2876	1	-0.030596	0.32372	0.46629	1	9267	1	-0.030596
D130043K22Rik	4	0.95046	0.95039	1	19803	0	0.069211	0.32372	0.46629	1	9268	2	0.069211
Defb12	6	0.25187	0.4479	1	7811	3	-0.029359	0.32378	0.53397	1	9269	1	-0.029359
C330021F23Rik	8	0.16904	0.37654	1	6077	3	0.06397	0.32379	0.57166	1	9270	3	0.06397
Adpgk	4	0.13789	0.27092	1	5397	1	0.022526	0.32387	0.46646	1	9271	1	0.022526
Cpa5	4	0.92811	0.92788	1	19290	0	0.053415	0.32387	0.46646	1	9272	2	0.053415
Unc5a	4	0.66048	0.69424	1	14200	1	-0.058009	0.32402	0.46662	1	9273	1	-0.058009
Ppp1r7	4	0.12408	0.25623	1	5111	1	0.036665	0.32405	0.46666	1	9274	2	0.036665
Gm11814	1	0.67579	0.6758	1	14423	0	0.11789	0.32421	0.32438	1	9275	1	0.11789
NO_SITE_697	1	0.67576	0.67576	1	14422	0	0.077392	0.32424	0.32442	1	9276	1	0.077392
Gm13281	3	0.87261	0.87276	1	18101	0	0.018481	0.32434	0.43878	1	9277	1	0.018481
Aurka	4	0.91784	0.91765	1	19060	0	0.1009	0.32436	0.46697	1	9278	2	0.1009
Olfr1436	4	0.286	0.42579	1	8543	2	-0.064056	0.32439	0.46701	1	9279	1	-0.064056
Zc3h11a	4	0.97998	0.98001	1	20512	0	0.066942	0.32443	0.46705	1	9280	2	0.066942
Fau	4	0.12604	0.2583	1	5151	1	0.082669	0.32445	0.46706	1	9281	2	0.082669
Prl6a1	4	0.52381	0.61881	1	12490	1	0.078201	0.32451	0.46713	1	9282	2	0.078201
Csl	4	0.29577	0.4359	1	8724	2	-0.0033385	0.32464	0.46727	1	9283	2	-0.0033385
Il20	4	0.40828	0.5536	1	11019	2	0.015138	0.32467	0.46729	1	9284	2	0.015138
Qdpr	4	0.87756	0.87724	1	18194	0	0.049701	0.32489	0.46753	1	9285	2	0.049701
4930519G04Rik	4	0.88134	0.88099	1	18269	0	0.033232	0.325	0.46764	1	9286	2	0.033232
Vmn2r37	2	0.739	0.73861	1	15421	0	0.064672	0.32518	0.35498	1	9287	1	0.064672
Ist1	4	0.066437	0.15235	0.991531	3074	2	-0.11933	0.32525	0.46792	1	9288	1	-0.11933
Hs3st4	4	0.95184	0.95172	1	19843	0	0.045242	0.32526	0.46793	1	9289	2	0.045242
Lrrc57	4	0.87973	0.87941	1	18239	0	0.053841	0.32528	0.46795	1	9290	2	0.053841
Bnc2	4	0.95495	0.95481	1	19918	0	0.055291	0.32537	0.46803	1	9291	2	0.055291
Fcrl1	4	0.80696	0.80688	1	16688	1	0.045076	0.32537	0.46803	1	9292	2	0.045076
4921509C19Rik	5	0.20411	0.38059	1	6853	2	9.085e-05	0.32538	0.49972	1	9293	2	9.085e-05
Eps8l2	4	0.22053	0.35764	1	7171	1	0.0085679	0.32548	0.46815	1	9294	2	0.0085679
NO_SITE_813	1	0.67449	0.67453	1	14403	0	0.052074	0.32551	0.32569	1	9295	1	0.052074
Sim1	4	0.17938	0.31451	1	6310	2	-0.05943	0.32555	0.46821	1	9296	1	-0.05943
Utp14b	4	0.67153	0.70129	1	14367	1	0.0097913	0.32559	0.46825	1	9297	1	0.0097913
Cyp2a4	4	0.78911	0.7903	1	16333	1	-0.032219	0.32563	0.4683	1	9298	1	-0.032219
Adam15	4	0.92158	0.92138	1	19140	0	0.036946	0.3257	0.46836	1	9299	2	0.036946
Ip6k3	4	0.88839	0.88813	1	18412	0	0.016346	0.3257	0.46836	1	9300	1	0.016346
Sumo2	1	0.67425	0.6743	1	14402	0	0.07931	0.32575	0.32593	1	9301	1	0.07931
Gtf2f1	4	0.85111	0.85064	1	17646	0	0.0014274	0.32578	0.46844	1	9302	1	0.0014274
Matk	4	0.29239	0.4324	1	8667	2	0.0093087	0.32582	0.46847	1	9303	2	0.0093087
Gm17455	4	0.73954	0.74908	1	15430	1	0.028641	0.32583	0.46849	1	9304	2	0.028641
Vsig8	4	0.84369	0.84316	1	17496	0	0.045996	0.32585	0.46851	1	9305	2	0.045996
Chchd2	4	0.56864	0.64148	1	13010	1	0.038068	0.32588	0.46853	1	9306	2	0.038068
Usp21	4	0.54731	0.63041	1	12756	1	0.061199	0.32594	0.4686	1	9307	2	0.061199
BC055324	4	0.9659	0.9658	1	20168	0	0.086107	0.32596	0.46863	1	9308	2	0.086107
Slc16a4	4	0.45708	0.58804	1	11760	1	0.01429	0.32597	0.46863	1	9309	1	0.01429
NO_SITE_560	1	0.67396	0.67401	1	14399	0	0.057331	0.32604	0.3262	1	9310	1	0.057331
Kcnj11	4	0.65653	0.69174	1	14145	1	0.047137	0.32605	0.46872	1	9311	2	0.047137
Fam129c	4	0.35693	0.49977	1	9960	2	-0.047178	0.32608	0.46875	1	9312	1	-0.047178
Sost	4	0.46967	0.5936	1	11907	1	0.0084234	0.3261	0.46877	1	9313	2	0.0084234
Cttnbp2	4	0.8361	0.8356	1	17318	0	0.021206	0.32612	0.46879	1	9314	2	0.021206
NO_SITE_303	1	0.67385	0.6739	1	14396	0	0.056961	0.32615	0.32632	1	9315	1	0.056961
Naip1	4	0.8375	0.83699	1	17352	0	0.015191	0.32616	0.46884	1	9316	2	0.015191
Snhg14	9	0.61953	0.80825	1	13659	3	0.025805	0.32617	0.58335	1	9317	4	0.025805
Cypt4	4	0.43128	0.57687	1	11497	1	0.014351	0.32618	0.46886	1	9318	2	0.014351
Mppe1	4	0.646	0.6853	1	14010	1	0.030265	0.32623	0.46891	1	9319	2	0.030265
Fgl2	4	0.40238	0.54748	1	10884	2	0.030134	0.32634	0.46901	1	9320	2	0.030134
Slc25a25	4	0.95944	0.95935	1	20030	0	0.0221	0.32634	0.46901	1	9321	1	0.0221
Ercc5	4	0.04862	0.11774	0.963532	2457	3	-0.12705	0.32642	0.46909	1	9322	1	-0.12705
Tmprss7	4	0.058392	0.13685	0.988137	2793	3	-0.10458	0.32649	0.46917	1	9323	1	-0.10458
Evi5l	4	0.3943	0.53897	1	10710	1	0.03756	0.32651	0.46919	1	9324	2	0.03756
NO_SITE_26	1	0.67336	0.67343	1	14387	0	0.041058	0.32664	0.32681	1	9325	1	0.041058
Ak1	4	0.35175	0.49441	1	9843	2	0.007997	0.32667	0.46935	1	9326	2	0.007997
Psmb10	4	0.055856	0.132	0.983902	2706	2	-0.058031	0.32668	0.46936	1	9327	1	-0.058031
Nom1	4	0.39157	0.53607	1	10656	1	0.041428	0.32674	0.46942	1	9328	2	0.041428
Cnot6	4	0.071628	0.16234	0.993258	3274	2	-0.037237	0.32693	0.46964	1	9329	2	-0.037237
Vmn1r44	4	0.86201	0.86165	1	17873	0	0.066281	0.32697	0.46967	1	9330	2	0.066281
Gpr37l1	4	0.55886	0.63638	1	12889	1	0.049148	0.32697	0.46967	1	9331	2	0.049148
Gm31834	1	0.67302	0.67311	1	14381	0	0.067337	0.32698	0.32716	1	9332	1	0.067337
Nos1ap	4	0.2665	0.40544	1	8123	1	-0.05036	0.32701	0.46972	1	9333	1	-0.05036
Adam30	4	0.73446	0.74523	1	15340	1	0.050623	0.32707	0.46978	1	9334	2	0.050623
Syne4	4	0.93735	0.93723	1	19506	0	0.056282	0.32709	0.4698	1	9335	2	0.056282
