id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Ssbp1	3	0.9983	0.99832	1	21041	0	0.49861	0.0014834	0.004165	0.408576	247	3	0.49861
Olfr570	4	0.02158	0.062649	0.939839	1351	1	0.21283	0.001504	0.0055178	0.460299	248	3	0.21283
Lax1	4	0.99847	0.99849	1	21045	0	0.16178	0.0015266	0.0055967	0.465055	249	4	0.16178
Slc7a1	4	0.74124	0.75044	1	15460	1	0.19362	0.0015464	0.0056617	0.468615	250	3	0.19362
Mrpl52	4	0.96661	0.96649	1	20191	0	0.30893	0.0015651	0.005735	0.471467	251	3	0.30893
Dcbld2	4	0.76281	0.76782	1	15829	1	0.19744	0.0015666	0.0057406	0.471467	252	3	0.19744
Coq4	5	0.97847	0.97854	1	20475	0	0.20839	0.0015866	0.0069967	0.505981	253	4	0.20839
Gm4204	3	0.98946	0.98958	1	20781	0	0.27999	0.0016099	0.004543	0.416883	254	3	0.27999
Plcl2	4	0.99838	0.99839	1	21044	0	0.18648	0.0016151	0.0059079	0.476798	255	4	0.18648
Cox18	4	0.92842	0.9282	1	19299	0	0.27485	0.0016256	0.0059467	0.476798	256	3	0.27485
Ovol2	4	0.93724	0.93711	1	19503	0	0.21167	0.0016256	0.0059467	0.476798	257	3	0.21167
Sbsn	4	0.94767	0.94762	1	19726	0	0.19388	0.001628	0.005957	0.476798	258	3	0.19388
Cluh	4	0.99799	0.998	1	21026	0	0.25199	0.0016304	0.0059631	0.476798	259	4	0.25199
Lce1b	4	0.76644	0.77077	1	15895	1	0.18198	0.0016475	0.0060135	0.477238	260	2	0.18198
Prss43	4	0.97795	0.97795	1	20461	0	0.2204	0.0016609	0.0060607	0.477238	261	3	0.2204
Cycs	4	0.99826	0.99827	1	21035	0	0.54101	0.0016714	0.0060967	0.477238	262	4	0.54101
Znrf1	4	0.99832	0.99832	1	21043	0	0.14397	0.0016826	0.0061378	0.477238	263	4	0.14397
Taf5l	4	0.82399	0.8236	1	17055	0	0.26586	0.0016909	0.0061621	0.477238	264	3	0.26586
Uchl5	4	0.33193	0.47363	1	9434	1	0.24985	0.0016991	0.0061874	0.477238	265	3	0.24985
Slc30a2	4	0.9983	0.9983	1	21042	0	0.18977	0.0017019	0.0061972	0.477238	266	4	0.18977
Trit1	4	0.99829	0.9983	1	21040	0	0.16584	0.0017057	0.0062075	0.477238	267	4	0.16584
Tmem235	4	0.99829	0.99829	1	21039	0	0.15961	0.0017078	0.0062163	0.477238	268	4	0.15961
Tmem70	4	0.99827	0.99828	1	21037	0	0.19404	0.0017303	0.0063079	0.479458	269	4	0.19404
Alg10b	4	0.99826	0.99827	1	21036	0	0.22398	0.001738	0.0063336	0.479458	270	4	0.22398
Mks1	4	0.75094	0.75815	1	15620	1	0.19379	0.0017392	0.0063369	0.479458	271	2	0.19379
Hils1	4	0.99217	0.99216	1	20847	0	0.21617	0.0017395	0.0063378	0.479458	272	4	0.21617
Nfe2l2	4	0.99825	0.99826	1	21034	0	0.19254	0.0017457	0.0063584	0.479458	273	4	0.19254
Dusp15	4	0.16251	0.29674	1	5946	1	0.19846	0.0017568	0.0063972	0.480672	274	3	0.19846
Rexo2	4	0.99824	0.99825	1	21033	0	0.16292	0.0017625	0.0064219	0.480828	275	4	0.16292
St6galnac1	4	0.19454	0.33043	1	6646	1	0.22741	0.001772	0.0064584	0.481205	276	3	0.22741
Txn2	4	0.99822	0.99823	1	21032	0	0.20206	0.0017764	0.0064724	0.481205	277	4	0.20206
Fermt3	4	0.99821	0.99823	1	21031	0	0.31494	0.0017917	0.0065294	0.483746	278	4	0.31494
Safb	4	0.99745	0.99745	1	21005	0	0.21621	0.00183	0.0066551	0.491341	279	4	0.21621
Tmem14a	4	0.97761	0.9776	1	20453	0	0.26333	0.0018664	0.0067878	0.497183	280	3	0.26333
Cdh11	4	0.99813	0.99815	1	21030	0	0.18775	0.0018678	0.0067929	0.497183	281	4	0.18775
Vmn2r72	4	0.99813	0.99815	1	21029	0	0.16048	0.0018705	0.0068046	0.497183	282	4	0.16048
Csf1r	4	0.97517	0.97507	1	20398	0	0.25902	0.0018953	0.0069009	0.502484	283	3	0.25902
Gm11236	16	0.77232	0.93098	1	15999	1	0.15455	0.0019054	0.013952	0.675429	284	10	0.15455
Mrpl53	4	0.99694	0.99693	1	20983	0	0.2631	0.001914	0.0069649	0.505408	285	4	0.2631
Atp13a3	4	0.87627	0.87596	1	18173	0	0.22783	0.0019422	0.0070579	0.508672	286	3	0.22783
H2ac18	9	0.097736	0.26836	1	4211	3	0.0014319	0.0019505	0.011201	0.605359	287	4	0.0014319
Shoc2	4	0.99803	0.99804	1	21028	0	0.22228	0.0019692	0.0071621	0.513207	288	4	0.22228
Arf1	4	0.14023	0.2734	1	5453	1	0.14623	0.0019749	0.007185	0.513207	289	2	0.14623
Men1	4	0.99802	0.99803	1	21027	0	0.17306	0.0019819	0.0072116	0.513207	290	4	0.17306
Myh2	4	0.98761	0.98761	1	20724	0	0.14602	0.0019836	0.0072177	0.513207	291	4	0.14602
Smarce1	4	0.5919	0.65404	1	13308	1	0.24529	0.0020017	0.0072864	0.516358	292	2	0.24529
Slc1a1	4	0.68403	0.7095	1	14551	1	0.26965	0.0020119	0.0073266	0.517475	293	3	0.26965
Olfr1123	4	0.21969	0.35681	1	7157	1	0.17268	0.0020206	0.007356	0.517828	294	2	0.17268
Twnk	4	0.99797	0.99798	1	21025	0	0.45539	0.002032	0.0073892	0.518266	295	4	0.45539
Ino80c	4	0.99796	0.99798	1	21024	0	0.16738	0.0020383	0.0074111	0.518266	296	4	0.16738
Uba3	4	0.77206	0.77555	1	15993	1	0.22653	0.0020477	0.0074424	0.518743	297	2	0.22653
Slc25a29	4	0.75676	0.7628	1	15721	1	0.19446	0.0020644	0.0074943	0.520646	298	3	0.19446
Strn	4	0.96909	0.96896	1	20250	0	0.2283	0.0020775	0.0075471	0.522601	299	3	0.2283
Igsf3	4	0.96787	0.96776	1	20230	0	0.24622	0.0021052	0.0076523	0.52644	300	3	0.24622
Irs2	4	0.99789	0.99791	1	21023	0	0.21709	0.0021052	0.0076523	0.52644	301	4	0.21709
Lgals12	3	0.99789	0.99791	1	21022	0	0.16311	0.0021098	0.0059079	0.476798	302	3	0.16311
Pprc1	4	0.99787	0.99789	1	21021	0	0.21765	0.0021266	0.0077251	0.528026	303	4	0.21765
Ube2q1	4	0.99644	0.99644	1	20965	0	0.2483	0.0021411	0.0077854	0.530435	304	4	0.2483
Ubiad1	4	0.99784	0.99786	1	21020	0	0.23107	0.0021611	0.007849	0.533051	305	4	0.23107
Numb	3	0.99783	0.99786	1	21019	0	0.14782	0.0021668	0.0060691	0.477238	306	3	0.14782
Gjc3	4	0.27644	0.41584	1	8331	2	-0.055087	0.0021864	0.0079331	0.535331	307	1	-0.055087
Adcy6	4	0.9978	0.99782	1	21018	0	0.12015	0.0021956	0.0079625	0.535612	308	4	0.12015
Med13	4	0.26734	0.4063	1	8138	1	0.30713	0.0022206	0.0080541	0.540058	309	3	0.30713
Gse1	4	0.99774	0.99775	1	21017	0	0.1476	0.0022645	0.0082041	0.546656	310	4	0.1476
Zcchc17	4	0.99772	0.99772	1	21016	0	0.22164	0.0022837	0.0082676	0.549164	311	4	0.22164
Klhl26	4	0.99769	0.99769	1	21014	0	0.1545	0.0023111	0.008362	0.553697	312	4	0.1545
Zfp101	4	0.45785	0.58837	1	11768	1	0.21969	0.0023196	0.0083905	0.553794	313	3	0.21969
Gm7901	2	0.99765	0.9976	1	21012	0	0.30669	0.0023473	0.0045514	0.416883	314	2	0.30669
Klf3	4	0.99765	0.99765	1	21011	0	0.25442	0.0023544	0.0085041	0.556151	315	4	0.25442
Stt3b	4	0.99764	0.99764	1	21010	0	0.22806	0.0023614	0.0085317	0.556238	316	4	0.22806
Cox6b1	4	0.97394	0.97383	1	20367	0	0.22016	0.0023762	0.0085882	0.558206	317	3	0.22016
Bmp8b	4	0.96318	0.9631	1	20110	0	0.20889	0.0023884	0.0086382	0.558413	318	3	0.20889
Ces3a	4	0.9976	0.9976	1	21009	0	0.13721	0.0023993	0.0086704	0.558413	319	4	0.13721
Gm4951	4	0.9936	0.99359	1	20887	0	0.16436	0.002411	0.008712	0.559391	320	4	0.16436
Mus81	4	0.99757	0.99757	1	21008	0	0.15181	0.0024289	0.0087746	0.561709	321	4	0.15181
Ndufaf4	4	0.9714	0.97131	1	20309	0	0.29548	0.0024931	0.0089877	0.570147	322	3	0.29548
Coq2	4	0.9975	0.9975	1	21007	0	0.17044	0.0025024	0.0090153	0.570147	323	4	0.17044
Stk40	4	0.99749	0.99749	1	21006	0	0.13771	0.0025114	0.009041	0.570147	324	4	0.13771
Enpp7	4	0.78134	0.78341	1	16179	1	0.17807	0.0025503	0.0091858	0.573082	325	3	0.17807
Lrfn3	4	0.99744	0.99745	1	21004	0	0.1425	0.0025608	0.0092162	0.573082	326	4	0.1425
Ccdc15	4	0.73015	0.74199	1	15279	1	0.1798	0.0025632	0.0092227	0.573082	327	3	0.1798
Crisp3	4	0.59708	0.6569	1	13369	1	0.1265	0.0025745	0.0092648	0.573156	328	2	0.1265
Spag7	4	0.97137	0.97127	1	20308	0	0.26993	0.0025922	0.0093153	0.573156	329	3	0.26993
Ccm2	4	0.8738	0.87346	1	18128	0	0.21078	0.0025954	0.0093274	0.573156	330	3	0.21078
Pih1d1	4	0.93903	0.93894	1	19537	0	0.25883	0.0026019	0.0093484	0.573156	331	3	0.25883
C330007P06Rik	4	0.83029	0.82982	1	17194	0	0.25179	0.0026051	0.0093592	0.573156	332	3	0.25179
Gm6181	1	0.99739	0.99741	1	21003	0	0.54315	0.0026095	0.0025917	0.324432	333	1	0.54315
Rsbn1	4	0.92025	0.92005	1	19115	0	0.19392	0.0026149	0.009397	0.573815	334	3	0.19392
Sqle	4	0.92584	0.92566	1	19236	0	0.19636	0.0026388	0.0094774	0.575851	335	3	0.19636
Actr3	4	0.99736	0.99735	1	21002	0	0.2057	0.0026419	0.0094877	0.575851	336	4	0.2057
Med22	4	0.045896	0.1124	0.961532	2343	1	0.28761	0.0026563	0.0095321	0.575851	337	3	0.28761
Atp5c1	4	0.92252	0.92234	1	19160	0	0.3407	0.0026585	0.0095391	0.575851	338	3	0.3407
Gm14548	5	0.83392	0.83993	1	17264	1	0.157	0.0026796	0.011572	0.61501	339	4	0.157
Atp6v1g3	4	0.99732	0.99731	1	21001	0	0.19137	0.0026808	0.0096082	0.576369	340	4	0.19137
Ankmy2	4	0.94267	0.94253	1	19608	0	0.16108	0.002685	0.0096213	0.576369	341	3	0.16108
Tars2	4	0.99731	0.99731	1	21000	0	0.1999	0.0026868	0.0096293	0.576369	342	4	0.1999
P2rx1	4	0.68747	0.71176	1	14605	1	0.17742	0.0027126	0.0097181	0.579236	343	3	0.17742
Bik	4	0.99728	0.99728	1	20999	0	0.1414	0.002716	0.0097321	0.579236	344	4	0.1414
2310034C09Rik	6	0.29005	0.49379	1	8621	2	0.1406	0.002719	0.012626	0.64465	345	4	0.1406
Hoxb7	4	0.67691	0.70479	1	14438	1	0.20539	0.0027226	0.0097592	0.579236	346	3	0.20539
Acot11	4	0.75827	0.76401	1	15754	1	0.20182	0.0027494	0.0098601	0.582242	347	3	0.20182
D1Ertd622e	4	0.99725	0.99725	1	20998	0	0.15014	0.0027509	0.0098648	0.582242	348	4	0.15014
Btbd35f2	3	0.99723	0.99724	1	20997	0	0.13993	0.0027687	0.0076924	0.527492	349	3	0.13993
Ndufa1	4	0.85323	0.85278	1	17695	0	0.2981	0.0027725	0.0099423	0.583788	350	3	0.2981
Fancf	4	0.99723	0.99723	1	20996	0	0.24569	0.0027739	0.0099461	0.583788	351	4	0.24569
Arap1	4	0.99719	0.99719	1	20995	0	0.14986	0.0028142	0.010086	0.588754	352	4	0.14986
Rbm10	4	0.97152	0.97143	1	20313	0	0.22546	0.0028143	0.010086	0.588754	353	3	0.22546
H2-Oa	3	0.93885	0.93899	1	19533	0	0.094522	0.0028458	0.0078976	0.534638	354	2	0.094522
Gadd45gip1	4	0.99291	0.99291	1	20873	0	0.19571	0.0028463	0.010202	0.593859	355	4	0.19571
Pmm2	4	0.73548	0.74601	1	15362	1	0.22886	0.002879	0.010311	0.593859	356	3	0.22886
Cyp2u1	4	0.99711	0.99711	1	20993	0	0.1914	0.0028862	0.010335	0.593859	357	4	0.1914
C1qtnf4	4	0.99711	0.99711	1	20992	0	0.14856	0.0028881	0.01034	0.593859	358	4	0.14856
Surf1	4	0.99688	0.99687	1	20980	0	0.21315	0.0028894	0.010346	0.593859	359	4	0.21315
Rabif	4	0.9971	0.9971	1	20991	0	0.16442	0.0028969	0.01037	0.593859	360	4	0.16442
Prss45	4	0.99709	0.99709	1	20989	0	0.18167	0.0029107	0.010419	0.594179	361	4	0.18167
Ank1	4	0.16559	0.30002	1	6010	2	0.1208	0.0029128	0.010432	0.594179	362	2	0.1208
NO_SITE_127	1	0.99708	0.9971	1	20988	0	0.40738	0.0029239	0.0028954	0.35058	363	1	0.40738
Zfp663	4	0.93801	0.93789	1	19518	0	0.21764	0.0029512	0.010567	0.597644	364	3	0.21764
Ociad1	4	0.43921	0.58023	1	11578	1	0.16891	0.0029549	0.010577	0.597644	365	2	0.16891
Vmn2r33	4	0.99704	0.99703	1	20987	0	0.20784	0.002964	0.010612	0.597644	366	4	0.20784
Antxr2	4	0.98995	0.9899	1	20794	0	0.19322	0.0029842	0.010679	0.598085	367	4	0.19322
Btbd6	4	0.99701	0.99699	1	20986	0	0.13193	0.0029942	0.010714	0.598085	368	4	0.13193
Usf2	4	0.99699	0.99697	1	20985	0	0.21283	0.0030136	0.010791	0.598556	369	4	0.21283
Rpap3	4	0.99697	0.99696	1	20984	0	0.14685	0.0030304	0.010854	0.600373	370	4	0.14685
H2ac4	3	0.9502	0.95038	1	19797	0	0.10796	0.0030341	0.0084158	0.553794	371	2	0.10796
Pcgf5	4	0.05769	0.1355	0.986463	2772	1	0.17119	0.00304	0.010883	0.600373	372	2	0.17119
Cdca5	4	0.99693	0.99692	1	20982	0	0.19972	0.003067	0.010979	0.602665	373	4	0.19972
Zfp106	4	0.99691	0.9969	1	20981	0	0.19808	0.0030873	0.011045	0.60359	374	4	0.19808
Carm1	4	0.93638	0.93621	1	19481	0	0.10941	0.0030901	0.011053	0.60359	375	3	0.10941
Paqr8	4	0.13641	0.26935	1	5369	1	0.18414	0.0031148	0.011139	0.605359	376	3	0.18414
Atp6v0a1	4	0.75894	0.76454	1	15769	1	0.28518	0.0031245	0.011179	0.605359	377	3	0.28518
Vma21	4	0.99686	0.99685	1	20979	0	0.25326	0.0031411	0.011228	0.605359	378	4	0.25326
Col25a1	4	0.82469	0.82428	1	17068	0	0.18142	0.0032092	0.011468	0.61501	379	3	0.18142
Brpf1	4	0.99678	0.99677	1	20978	0	0.17235	0.0032151	0.01149	0.61501	380	4	0.17235
Alg12	4	0.99676	0.99676	1	20977	0	0.13526	0.0032355	0.011559	0.61501	381	4	0.13526
Ivns1abp	4	0.99676	0.99676	1	20976	0	0.19424	0.0032383	0.011569	0.61501	382	4	0.19424
Ube2r2	4	0.99675	0.99674	1	20975	0	0.14894	0.003252	0.011626	0.61501	383	4	0.14894
Hemk1	4	0.37097	0.51456	1	10269	1	0.22526	0.0032553	0.011639	0.61501	384	3	0.22526
Ogt	4	0.99669	0.99668	1	20974	0	0.26165	0.0033113	0.01183	0.623553	385	4	0.26165
Adk	4	0.99667	0.99666	1	20973	0	0.13617	0.0033301	0.011895	0.625396	386	4	0.13617
Gm2128	1	0.99665	0.9967	1	20972	0	0.45249	0.0033515	0.0033085	0.365125	387	1	0.45249
Ccdc47	4	0.99664	0.99663	1	20971	0	0.14629	0.0033587	0.011994	0.629068	388	4	0.14629
Wasf2	4	0.61725	0.66842	1	13626	1	0.22794	0.0033675	0.012026	0.629202	389	3	0.22794
Ndufb6	4	0.9966	0.9966	1	20970	0	0.22248	0.0033982	0.01213	0.630011	390	4	0.22248
Kbtbd11	4	0.043202	0.10711	0.961532	2226	2	0.020285	0.0033988	0.012131	0.630011	391	2	0.020285
Mylip	4	0.8182	0.81783	1	16922	0	0.18358	0.0034196	0.012206	0.63182	392	3	0.18358
Mrgprx1	4	0.99657	0.99657	1	20969	0	0.12081	0.003427	0.012236	0.63182	393	4	0.12081
Hps3	4	0.99655	0.99654	1	20968	0	0.11141	0.0034466	0.012303	0.632714	394	4	0.11141
Akr1c6	4	0.99652	0.99651	1	20967	0	0.10853	0.0034847	0.012428	0.636928	395	4	0.10853
Fam161b	4	0.99651	0.9965	1	20966	0	0.12798	0.0034898	0.012445	0.636928	396	4	0.12798
Ncdn	4	0.98497	0.98497	1	20651	0	0.16073	0.0035577	0.012673	0.644858	397	4	0.16073
Fabp12	4	0.83692	0.83641	1	17337	0	0.19098	0.003564	0.012691	0.644858	398	3	0.19098
Rac1	4	0.99641	0.99641	1	20964	0	0.14578	0.0035883	0.012772	0.64653	399	4	0.14578
Stn1	4	0.60624	0.66203	1	13485	1	0.28968	0.0035919	0.012785	0.64653	400	3	0.28968
Zzz3	4	0.90441	0.90411	1	18742	0	0.19214	0.0036823	0.013116	0.660133	401	3	0.19214
Nmrk1	4	0.35784	0.50073	1	9982	2	0.1014	0.0037185	0.013244	0.664973	402	2	0.1014
Slc17a5	4	0.99625	0.99626	1	20962	0	0.17761	0.0037487	0.01334	0.667838	403	4	0.17761
D2hgdh	4	0.96474	0.96465	1	20139	0	0.21764	0.0037558	0.013364	0.667838	404	3	0.21764
Mrpl2	4	0.95261	0.95246	1	19868	0	0.29684	0.0038096	0.013556	0.675429	405	3	0.29684
Klk12	4	0.99614	0.99615	1	20961	0	0.11297	0.0038566	0.01372	0.675429	406	4	0.11297
Prkaa2	4	0.98521	0.98521	1	20660	0	0.15554	0.003875	0.013782	0.675429	407	4	0.15554
Top1mt	4	0.99612	0.99613	1	20960	0	0.15235	0.00388	0.013798	0.675429	408	4	0.15235
Tada3	4	0.9155	0.91528	1	19013	0	0.27976	0.0039096	0.013882	0.675429	409	2	0.27976
Naif1	4	0.08312	0.18393	0.999786	3696	1	0.21399	0.0039171	0.013905	0.675429	410	3	0.21399
Hcar2	4	0.99264	0.99263	1	20864	0	0.26751	0.0039256	0.013937	0.675429	411	4	0.26751
Elavl4	4	0.9951	0.9951	1	20930	0	0.2382	0.0039357	0.013973	0.675429	412	4	0.2382
Zfp446	4	0.66813	0.69912	1	14323	1	0.070891	0.003943	0.013998	0.675429	413	2	0.070891
Wfdc9	4	0.97252	0.97242	1	20339	0	0.15872	0.0039581	0.014051	0.675429	414	3	0.15872
Hp1bp3	4	0.94793	0.94789	1	19733	0	0.20077	0.0039695	0.014089	0.675429	415	3	0.20077
Btbd35f10	5	0.10964	0.23905	1	4613	2	0.17482	0.0039762	0.016744	0.716982	416	3	0.17482
Nrap	4	0.99597	0.99598	1	20958	0	0.11969	0.0040339	0.014304	0.684163	417	4	0.11969
Frat2	4	0.99592	0.99594	1	20957	0	0.14579	0.0040784	0.014455	0.689404	418	4	0.14579
Selplg	4	0.69276	0.71531	1	14680	1	0.0559	0.0040935	0.014507	0.689404	419	2	0.0559
Eed	4	0.49091	0.60331	1	12123	1	0.12225	0.0041015	0.014533	0.689404	420	2	0.12225
Crtc2	4	0.99587	0.99588	1	20956	0	0.13335	0.0041314	0.01464	0.690919	421	4	0.13335
Eef2k	4	0.99584	0.99586	1	20955	0	0.14666	0.0041594	0.014726	0.693014	422	4	0.14666
Samhd1	4	0.84601	0.84553	1	17541	0	0.18542	0.0041673	0.014751	0.693014	423	3	0.18542
Atp6v1e2	4	0.37851	0.52245	1	10415	1	0.045539	0.0041938	0.014838	0.695458	424	2	0.045539
Ndufb5	4	0.38799	0.53234	1	10590	1	0.24206	0.0042366	0.014987	0.695458	425	3	0.24206
Rnf207	4	0.98388	0.98386	1	20610	0	0.16209	0.0042396	0.014994	0.695458	426	3	0.16209
Cyb5r2	4	0.99562	0.99563	1	20951	0	0.18492	0.0042474	0.015019	0.695458	427	4	0.18492
Glrx5	4	0.95069	0.95061	1	19810	0	0.23694	0.00425	0.015028	0.695458	428	3	0.23694
Ecrg4	4	0.7916	0.79253	1	16385	1	0.14982	0.0042512	0.015032	0.695458	429	3	0.14982
Rpl23	2	0.99574	0.99568	1	20954	0	0.56461	0.0042577	0.0081882	0.546656	430	2	0.56461
Msx2	4	0.11588	0.24285	1	4840	2	0.083984	0.0042667	0.015082	0.696229	431	2	0.083984
Zfp804a	4	0.99566	0.99567	1	20953	0	0.16566	0.0043419	0.015348	0.706312	432	4	0.16566
Mrpl43	4	0.99563	0.99564	1	20952	0	0.2269	0.0043735	0.015454	0.706312	433	4	0.2269
Dnah8	4	0.97116	0.97106	1	20305	0	0.20707	0.0043926	0.015521	0.706312	434	3	0.20707
Mtg1	4	0.99536	0.99536	1	20941	0	0.31251	0.0043944	0.015525	0.706312	435	4	0.31251
Ascc2	4	0.99561	0.99561	1	20950	0	0.16313	0.0043949	0.015527	0.706312	436	4	0.16313
Ube2o	4	0.90651	0.90623	1	18812	0	0.17321	0.0044075	0.015567	0.706312	437	3	0.17321
Zfp352	4	0.97056	0.97045	1	20291	0	0.21182	0.0044093	0.015574	0.706312	438	3	0.21182
Tufm	3	0.71137	0.71141	1	14974	1	0.53057	0.0044369	0.012255	0.63182	439	2	0.53057
9130019O22Rik	4	0.1102	0.23293	1	4632	1	0.032922	0.0044445	0.015696	0.706312	440	2	0.032922
Fbxo33	4	0.93992	0.93983	1	19551	0	0.21022	0.004447	0.015705	0.706312	441	3	0.21022
Cebpa	4	0.84821	0.84774	1	17583	0	0.25761	0.0044628	0.015762	0.706312	442	3	0.25761
Tor1b	4	0.99554	0.99555	1	20949	0	0.20919	0.0044631	0.015763	0.706312	443	4	0.20919
Angel1	4	0.4018	0.54689	1	10868	2	0.11749	0.0044787	0.015815	0.706312	444	2	0.11749
Rpusd4	4	0.89328	0.89301	1	18519	0	0.13953	0.0044946	0.015866	0.706312	445	3	0.13953
Rarb	4	0.9955	0.99551	1	20948	0	0.1037	0.004498	0.015879	0.706312	446	4	0.1037
Defa29	2	0.9955	0.99541	1	20947	0	0.22292	0.004499	0.0086452	0.558413	447	2	0.22292
Pgp	4	0.62686	0.67402	1	13755	1	0.19957	0.0044997	0.015886	0.706312	448	3	0.19957
Ush1g	4	0.43745	0.57946	1	11561	1	0.15533	0.0045025	0.0159	0.706312	449	2	0.15533
Tmem204	4	0.90248	0.90214	1	18701	0	0.21706	0.004512	0.015941	0.706626	450	3	0.21706
Ola1	4	0.99546	0.99548	1	20945	0	0.1784	0.0045366	0.016022	0.708638	451	4	0.1784
Aph1a	4	0.83891	0.83835	1	17384	0	0.17065	0.0045756	0.016154	0.708638	452	3	0.17065
Sem1	4	0.37685	0.52072	1	10381	1	0.28408	0.0045825	0.016174	0.708638	453	3	0.28408
Accsl	4	0.99541	0.99542	1	20944	0	0.12337	0.0045926	0.016208	0.708638	454	4	0.12337
BC003965	4	0.9954	0.9954	1	20943	0	0.20967	0.0046046	0.016246	0.708638	455	4	0.20967
Ap2m1	4	0.99078	0.99074	1	20819	0	0.26395	0.0046066	0.016251	0.708638	456	4	0.26395
Mrpl27	2	0.98108	0.98107	1	20535	0	0.49108	0.0046101	0.0088466	0.56461	457	2	0.49108
Myorg	4	0.99536	0.99537	1	20942	0	0.11081	0.0046363	0.016358	0.708638	458	4	0.11081
Dap3	4	0.20281	0.33906	1	6819	1	0.054437	0.004645	0.016386	0.708638	459	2	0.054437
Gm38515	1	0.99534	0.99538	1	20940	0	0.49204	0.0046594	0.0045842	0.416883	460	1	0.49204
Mrpl48	5	0.98423	0.9843	1	20620	0	0.2572	0.0046744	0.019541	0.756134	461	3	0.2572
Fasn	4	0.99532	0.99532	1	20939	0	0.20347	0.0046816	0.016507	0.712357	462	4	0.20347
Alas1	4	0.99531	0.99531	1	20938	0	0.14477	0.0046915	0.016548	0.71266	463	4	0.14477
Myef2	2	0.99528	0.99519	1	20937	0	0.24375	0.0047244	0.009069	0.570218	464	2	0.24375
Catsper1	4	0.99527	0.99527	1	20936	0	0.15735	0.0047322	0.016693	0.716982	465	4	0.15735
Rnf41	4	0.53608	0.62482	1	12630	1	0.19034	0.0047507	0.01675	0.716982	466	3	0.19034
Fnip1	4	0.99523	0.99523	1	20935	0	0.09241	0.0047704	0.016821	0.71859	467	4	0.09241
Mpdu1	4	0.99254	0.99254	1	20859	0	0.1773	0.0047795	0.016857	0.718658	468	4	0.1773
Zeb2	4	0.99519	0.99519	1	20934	0	0.20263	0.0048098	0.016955	0.721391	469	4	0.20263
Ahcyl1	4	0.99517	0.99517	1	20933	0	0.090398	0.0048264	0.017016	0.722449	470	4	0.090398
Gm10436	5	0.87184	0.87217	1	18086	1	0.053679	0.0048353	0.02018	0.761532	471	2	0.053679
NO_SITE_816	1	0.99516	0.99521	1	20932	0	0.38923	0.0048355	0.0047514	0.419683	472	1	0.38923
Cela2a	4	0.80259	0.80271	1	16590	1	0.19491	0.004847	0.017093	0.722449	473	3	0.19491
Hnrnpa0	4	0.7752	0.77818	1	16055	1	0.14323	0.0048593	0.017134	0.722449	474	2	0.14323
Cdca8	4	0.12417	0.25632	1	5113	1	0.32034	0.0048762	0.017189	0.722449	475	3	0.32034
Hexim2	4	0.99512	0.99512	1	20931	0	0.12609	0.00488	0.017205	0.722449	476	4	0.12609
Numa1	4	0.98971	0.98967	1	20786	0	0.2699	0.0048842	0.017218	0.722449	477	4	0.2699
Pgc	4	0.99508	0.99508	1	20929	0	0.14659	0.0049182	0.017342	0.726206	478	4	0.14659
Olfr1239	4	0.99266	0.99264	1	20865	0	0.14774	0.0049414	0.017417	0.726914	479	4	0.14774
Sowaha	4	0.85699	0.8566	1	17773	0	0.19439	0.0049458	0.017428	0.726914	480	2	0.19439
Krt83	5	0.36187	0.52685	1	10083	2	0.18292	0.004955	0.020665	0.762134	481	3	0.18292
Exd2	4	0.97993	0.97995	1	20509	0	0.13152	0.0049756	0.017511	0.728948	482	3	0.13152
Slc25a32	4	0.98782	0.98783	1	20727	0	0.15713	0.0050122	0.017632	0.729518	483	4	0.15713
Zfp710	4	0.99499	0.99498	1	20928	0	0.17547	0.0050142	0.017635	0.729518	484	4	0.17547
Cdh17	4	0.59328	0.6548	1	13326	1	0.19004	0.0050188	0.017656	0.729518	485	3	0.19004
Tmem178b	4	0.99498	0.99498	1	20927	0	0.11423	0.0050209	0.017662	0.729518	486	4	0.11423
Ppp3ca	4	0.47431	0.59571	1	11958	1	0.21695	0.0050486	0.017763	0.729849	487	3	0.21695
Vav1	4	0.83928	0.83873	1	17392	0	0.24345	0.0050503	0.017766	0.729849	488	3	0.24345
Sars2	4	0.99417	0.99418	1	20907	0	0.31854	0.0050552	0.017786	0.729849	489	4	0.31854
Ctbp2	4	0.69439	0.71644	1	14698	1	0.20099	0.0050637	0.017808	0.729849	490	3	0.20099
Faap20	4	0.97558	0.9755	1	20406	0	0.18493	0.0050932	0.017916	0.731443	491	3	0.18493
Pla2g4d	3	0.99489	0.995	1	20925	0	0.1457	0.005106	0.014076	0.675429	492	3	0.1457
Lmbrd2	4	0.99488	0.99488	1	20924	0	0.10322	0.0051232	0.018023	0.732532	493	4	0.10322
Fdxr	4	0.99487	0.99487	1	20923	0	0.18008	0.0051309	0.018048	0.732532	494	4	0.18008
Sel1l	4	0.91576	0.91555	1	19018	0	0.10167	0.0051462	0.018087	0.732532	495	3	0.10167
Fer1l4	4	0.42523	0.57131	1	11372	1	0.17178	0.0051556	0.018115	0.732532	496	3	0.17178
